"link","status","locationOfLink"
"http://shopstyle.it/l/bpbo",999,"https://laurenslatest.com/statue-of-liberty/"
"http://www.shutterpecan.com",999,"https://laurenslatest.com/statue-of-liberty/"
"http://www.montauk-monster.com/",999,"https://laurenslatest.com/montauk/"
"http://www.ellenpatton.blogspot.com",999,"https://laurenslatest.com/montauk/"
"https://www.georgetowncupcake.com",999,"https://laurenslatest.com/district-of-columbia/"
"http://sprinkles.com/locations/washington-dc/georgetown",999,"https://laurenslatest.com/district-of-columbia/"
"http://www.eatyourpizza.com",999,"https://laurenslatest.com/district-of-columbia/"
"http://www.wearefoundingfarmers.com",999,"https://laurenslatest.com/district-of-columbia/"
"https://nationalzoo.si.edu",999,"https://laurenslatest.com/district-of-columbia/"
"https://airandspace.si.edu",999,"https://laurenslatest.com/district-of-columbia/"
"https://www.lds.org/church/temples/washington-dc",999,"https://laurenslatest.com/district-of-columbia/"
"http://www.eatgusto.com",999,"https://laurenslatest.com/district-of-columbia/"
"https://www.stitchfix.com/referral/3150786",999,"https://laurenslatest.com/district-of-columbia/"
"http://shopstyle.it/l/e44X",999,"https://laurenslatest.com/district-of-columbia/"
"http://shopstyle.it/l/e44z",999,"https://laurenslatest.com/district-of-columbia/"
"http://bluegrassbites.com",999,"https://laurenslatest.com/our-nyc-bucket-list/"
"http://arbitraryadulting.com",999,"https://laurenslatest.com/our-nyc-bucket-list/"
"http://www.popmommy.com",999,"https://laurenslatest.com/our-nyc-bucket-list/"
"https://disneyworld.disney.go.com/resorts/port-orleans-resort-riverside/",999,"https://laurenslatest.com/disney/"
"https://www.raisingwild.com/collections/suits",999,"https://laurenslatest.com/disney/"
"https://itunes.apple.com/us/app/white-noise-free-sounds-for-sleep-and-relaxation/id292987597",999,"https://laurenslatest.com/disney/"
"https://disneycruise.disney.go.com/onboard-activities/cabanas-restaurant/",999,"https://laurenslatest.com/disney/"
"https://lilluna.com/",999,"https://laurenslatest.com/disney/"
"http://www.target.com/p/baby-boy-s-seasame-street-mickey-and-friends-club-3-pack-t-shirts/-/A-51208158",999,"https://laurenslatest.com/disney/"
"http://freshlypicked.com/collections/moccasins/products/mvp",999,"https://laurenslatest.com/disney/"
"http://shop.nordstrom.com/s/nars-velvet-gloss-lip-pencil/3154204",999,"https://laurenslatest.com/disney/"
"http://Www.julieseatsandtreats.com",999,"https://laurenslatest.com/disney/"
"http://thecozylittlekitchen.blogspot.com",999,"https://laurenslatest.com/disney/"
"http://www.iwashyoudry.com/",999,"https://laurenslatest.com/nyc-day-3/"
"https://www.lyft.com/invite/LAURENSLATEST",999,"https://laurenslatest.com/nyc-day-3/"
"http://piccolininyc.com/collections/tees/products/piccoliny-hot-dog-pretzel-baseball-tee",999,"https://laurenslatest.com/nyc-day-3/"
"http://piccolininyc.com/",999,"https://laurenslatest.com/nyc-day-3/"
"http://www.murrayscheese.com",999,"https://laurenslatest.com/nyc-day-3/"
"https://www.instagram.com/p/BOTgVt-g0H6/",999,"https://laurenslatest.com/nyc-day-3/"
"http://www.chobani.com/chobani-cafe",999,"https://laurenslatest.com/nyc-day-3/"
"http://www.siferry.com",999,"https://laurenslatest.com/nyc-day-3/"
"https://www.wtc.com/memorial",999,"https://laurenslatest.com/nyc-day-3/"
"http://www.wickedthemusical.com/",999,"https://laurenslatest.com/nyc-day-3/"
"https://www.topoftherocknyc.com/",999,"https://laurenslatest.com/nyc-day-3/"
"https://www.shakeshack.com/",999,"https://laurenslatest.com/nyc-day-3/"
"http://shopstyle.it/l/bei2",999,"https://laurenslatest.com/parliament-hill/"
"http://shopstyle.it/l/bei8",999,"https://laurenslatest.com/parliament-hill/"
"http://shopstyle.it/l/bekh",999,"https://laurenslatest.com/parliament-hill/"
"http://shopstyle.it/l/bekj",999,"https://laurenslatest.com/parliament-hill/"
"http://centralparkbikeride.com",999,"https://laurenslatest.com/nyc-day-2/"
"http://thesmithrestaurant.com",999,"https://laurenslatest.com/nyc-day-2/"
"https://www.lds.org/church/temples/manhattan-new-york",999,"https://laurenslatest.com/nyc-day-2/"
"https://www.levainbakery.com/",999,"https://laurenslatest.com/nyc-day-2/"
"http://www.chelseamarket.com/",999,"https://laurenslatest.com/nyc-day-2/"
"http://blacktapnyc.com/",999,"https://laurenslatest.com/nyc-day-2/"
"http://Sugar Factory",999,"https://laurenslatest.com/nyc-day-2/"
"http://www.macys.com/HeraldSquare",999,"https://laurenslatest.com/nyc-day-2/"
"http://urbanspacenyc.com/broadway-bites/",999,"https://laurenslatest.com/nyc-day-2/"
"http://www.hc4l.com",999,"https://laurenslatest.com/nyc-day-2/"
"http://www.hgicentralparknyhotel.com",999,"https://laurenslatest.com/nyc-day-1/"
"https://www.lyft.com",999,"https://laurenslatest.com/nyc-day-1/"
"https://laurenslatest.com/brownie-cream-cheese-peppermint-bars-a-giveaway/",404,"https://laurenslatest.com/nyc-day-1/"
"https://fallon.1iota.com/show/353/The-Tonight-Show-Starring-Jimmy-Fallon",999,"https://laurenslatest.com/nyc-day-1/"
"https://fallon.1iota.com/Member/LogIn",999,"https://laurenslatest.com/nyc-day-1/"
"http://www.deervalley.com",999,"https://laurenslatest.com/family-ski-trip/"
"https://resortswest.com",999,"https://laurenslatest.com/family-ski-trip/"
"http://www.deervalley.com/Dining/WhereToEat/GroceryCafe",999,"https://laurenslatest.com/family-ski-trip/"
"http://www.deervalley.com/Dining/WhereToEat/TheBrassTag",999,"https://laurenslatest.com/family-ski-trip/"
"http://www.deervalley.com/Dining/WhereToEat/FiresideDining",999,"https://laurenslatest.com/family-ski-trip/"
"http://www.dinnerfortwoblog.com",999,"https://laurenslatest.com/family-ski-trip/"
"http://www.fourseasons.com/oahu/",999,"https://laurenslatest.com/oahu-part-ii/"
"http://www.fourseasons.com/oahu/dining/restaurants/noe/",999,"https://laurenslatest.com/oahu-part-ii/"
"https://www.doleplantation.com/",999,"https://laurenslatest.com/oahu-part-ii/"
"http://www.pearlharborinhawaii.com/",999,"https://laurenslatest.com/oahu-part-ii/"
"https://www.lds.org/church/temples/laie-hawaii",999,"https://laurenslatest.com/oahu-part-ii/"
"http://www.fpir.noaa.gov/PRD/prd_green_sea_turtle.html",999,"https://laurenslatest.com/oahu-part-ii/"
"http://mauinow.com/2014/06/09/public-reminded-of-laws-protecting-hawaii-sea-turtles/",999,"https://laurenslatest.com/oahu-part-ii/"
"http://www.kinthekitchen.com",999,"https://laurenslatest.com/funeral-potatoes/"
"http://lickthebowlsarah.blogspot.com",999,"https://laurenslatest.com/funeral-potatoes/"
"http://Www.sparkletheoryboutique.com",999,"https://laurenslatest.com/funeral-potatoes/"
"https://www.facebook.com/rachael.y.lambert",999,"https://laurenslatest.com/funeral-potatoes/"
"http://pinterest.com/laurenslatest/pins/",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://www.twopeasandtheirpod.com/kale-strawberry-avocado-salad-with-lemon-poppy-seed-dressing/",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://www.beckiswholelife.com",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://www.foodiecrush.com",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://www.thenewlywedchefs.com",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://seededatthetable.com",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://www.theluckypennyblog.com",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://www.thefithousewife.com",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://www.stefibeth.blogspot.com",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://danastonerock.blogspot.com",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://laurasmess.me/",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://fromundermyraincloud.weebly.com/",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://www.missloviecreations.blogspot.com",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://www.holajalapeno.com/",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://www.alldayactivewear.com/blog",999,"https://laurenslatest.com/strawberry-avocado-kale-salad-with-bacon-poppyseed-dressing/"
"http://thesisterswhocant.com",999,"https://laurenslatest.com/pigs-in-a-french-toast-blanket/"
"https://rstyle.me/n/c3r56pceyzf",999,"https://laurenslatest.com/product-category/beauty/"
"https://rstyle.me/n/c3r6n6ceyzf",999,"https://laurenslatest.com/product-category/beauty/"
"https://rstyle.me/~arkX2",999,"https://laurenslatest.com/product-category/beauty/"
"https://rstyle.me/n/c3r6zqceyzf",999,"https://laurenslatest.com/product-category/beauty/"
"https://rstyle.me/n/c3r5pnceyzf",999,"https://laurenslatest.com/product-category/women/"
"https://rstyle.me/n/c3r5vsceyzf",999,"https://laurenslatest.com/product-category/women/"
"https://rstyle.me/n/c3r54jceyzf",999,"https://laurenslatest.com/product-category/women/"
"https://rstyle.me/n/c3r6ceceyzf",999,"https://laurenslatest.com/product-category/women/"
"https://rstyle.me/n/c3r7axceyzf",999,"https://laurenslatest.com/product-category/women/"
"https://rstyle.me/~anOaq",999,"https://laurenslatest.com/product-category/women/"
"https://rstyle.me/n/c3r7pbceyzf",999,"https://laurenslatest.com/product-category/women/"
"http://shopstyle.it/l/pjgH",999,"https://laurenslatest.com/product-category/kids/"
"https://rstyle.me/n/c3r52vceyzf",999,"https://laurenslatest.com/product-category/kids/"
"http://shopstyle.it/l/pjgd",999,"https://laurenslatest.com/product-category/kids/"
"https://rstyle.me/n/c3r6d7ceyzf",999,"https://laurenslatest.com/product-category/kids/"
"https://rstyle.me/n/c3r6s9ceyzf",999,"https://laurenslatest.com/product-category/kids/"
"https://rstyle.me/n/c3r6xqceyzf",999,"https://laurenslatest.com/product-category/kids/"
"https://rstyle.me/n/c3r7kbceyzf",999,"https://laurenslatest.com/product-category/kids/"
"https://rstyle.me/~arkLp",999,"https://laurenslatest.com/product-category/kitchen/"
"https://rstyle.me/n/c3r5yeceyzf",999,"https://laurenslatest.com/product-category/kitchen/"
"https://rstyle.me/n/c3r59qceyzf",999,"https://laurenslatest.com/product-category/kitchen/"
"https://rstyle.me/n/c3r6e7ceyzf",999,"https://laurenslatest.com/product-category/kitchen/"
"https://rstyle.me/n/c3r6gsceyzf",999,"https://laurenslatest.com/product-category/kitchen/"
"https://rstyle.me/n/c3r6p5ceyzf",999,"https://laurenslatest.com/product-category/kitchen/"
"https://rstyle.me/n/c3r6i4ceyzf",999,"https://laurenslatest.com/product-category/kitchen/"
"https://rstyle.me/n/c3r6sbceyzf",999,"https://laurenslatest.com/product-category/kitchen/"
"http://www.twitter.com/laurens_latest",999,"https://laurenslatest.com/vegetarian-pesto-quesadillas/"
"http://icecreamandwine.blogspot.com",999,"https://laurenslatest.com/vegetarian-pesto-quesadillas/"
"http://raisedonaroux.com",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://www.strandsofmylife.com",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://mamasgettinghealthy.blogspot.com",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://www.bakingserendipity.com",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://teenagetaste.com/",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://cookiesandcups.com",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://www.insidenanabreadshead.wordpress.com",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://www.mmqtheatre.com",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://taralazar.wordpress.com",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://kandsgoodlife.blogspot.com/",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://downourcountryroad.blogspot.com",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://meatballsandmilkshakes.com",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://teeniebaker.blogspot.com",999,"https://laurenslatest.com/southwest-chicken-chop-salad/"
"http://www.heatovento350.blogspot.com",999,"https://laurenslatest.com/grilled-corn-salsa/"
"http://www.notquitenigella.com",999,"https://laurenslatest.com/grilled-corn-salsa/"
"http://facebook.com",999,"https://laurenslatest.com/grilled-corn-salsa/"
"http://bit.ly/2CpdJuW",999,"https://laurenslatest.com/25-cheese-board/"
"http://blog.aldi.us/",999,"https://laurenslatest.com/25-cheese-board/"
"http://www.facebook.com/ALDI.USA",999,"https://laurenslatest.com/25-cheese-board/"
"http://pinterest.com/aldiusa/",999,"https://laurenslatest.com/25-cheese-board/"
"http://twitter.com/ALDIUSA",999,"https://laurenslatest.com/25-cheese-board/"
"http://instagram.com/aldiusa/",999,"https://laurenslatest.com/25-cheese-board/"
"http://www.youtube.com/watch",999,"https://laurenslatest.com/chicken-sausage-and-asparagus-quiche-a-giveaway/"
"http://pinterest.com/laurenslatest/cute-wedding-ideas/",999,"https://laurenslatest.com/chicken-sausage-and-asparagus-quiche-a-giveaway/"
"http://pinterest.com/laurenslatest/",999,"https://laurenslatest.com/chicken-sausage-and-asparagus-quiche-a-giveaway/"
"http://www.alfrescoallnatural.com/",999,"https://laurenslatest.com/chicken-sausage-and-asparagus-quiche-a-giveaway/"
"https://www.facebook.com/alfrescoallnatural",999,"https://laurenslatest.com/chicken-sausage-and-asparagus-quiche-a-giveaway/"
"https://twitter.com/#!/laurens_latest",999,"https://laurenslatest.com/chicken-sausage-and-asparagus-quiche-a-giveaway/"
"http://eloquentenglish1.blogspot.com/",999,"https://laurenslatest.com/chicken-sausage-and-asparagus-quiche-a-giveaway/"
"http://www.mylifeasamrs.com",999,"https://laurenslatest.com/chicken-sausage-and-asparagus-quiche-a-giveaway/"
"http://mrsschwartzkitchen.blogspot.com",999,"https://laurenslatest.com/chicken-sausage-and-asparagus-quiche-a-giveaway/"
"http://tasteofhomecooking.blogspot.com",999,"https://laurenslatest.com/chicken-sausage-and-asparagus-quiche-a-giveaway/"
"http://www.aftertheivyleague.wordpress.com",999,"https://laurenslatest.com/chicken-sausage-and-asparagus-quiche-a-giveaway/"
"http://www.ebfarm.com/products/salads/mixed-baby-kales",999,"https://laurenslatest.com/warm-kale-artichoke-dip-a-giveaway/"
"https://www.facebook.com/edgeware",999,"https://laurenslatest.com/warm-kale-artichoke-dip-a-giveaway/"
"https://twitter.com/#!/SmithsEdgeware",999,"https://laurenslatest.com/warm-kale-artichoke-dip-a-giveaway/"
"http://outsidethecitywalls.blogspot.com/",999,"https://laurenslatest.com/warm-kale-artichoke-dip-a-giveaway/"
"http://www.inkatrinaskitchen.com",999,"https://laurenslatest.com/warm-kale-artichoke-dip-a-giveaway/"
"http://highermiles.blogspot.com",999,"https://laurenslatest.com/warm-kale-artichoke-dip-a-giveaway/"
"http://sallysbakingaddiction.com",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://munchimunch.blogspot.com/",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://www.shemakesandbakes.com",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://www.scarlettabakes.com",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://itwasloveat.blogspot.com",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://www.sweetpeaskitchen.com",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://www.thetobereadpile.blogspot.com",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://chowbellanyc.wordpress.com",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://www.everydaydessertsblog.blogspot.com",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://www.savorysimple.net",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://www.andersonlandscapesupply.com/",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://synergyhealthcare.org/",999,"https://laurenslatest.com/jalapeno-artichoke-dip/"
"http://www.reinidays.com",999,"https://laurenslatest.com/easy-parmesan-basil-crackers/"
"http://foodformyfamily.com",999,"https://laurenslatest.com/easy-parmesan-basil-crackers/"
"http://Kathyskitchentable.wordpress.com",999,"https://laurenslatest.com/easy-parmesan-basil-crackers/"
"http://blondeambitionblog.net",999,"https://laurenslatest.com/easy-parmesan-basil-crackers/"
"http://www.thousandstorykitchen.com",999,"https://laurenslatest.com/easy-parmesan-basil-crackers/"
"http://blognewblack.com/mussels-marinara-mussels-with-tomato-and-basil-over-linguine/",999,"https://laurenslatest.com/bbq-chicken-nachos/"
"http://www.confessionsofacookbookqueen.com",999,"https://laurenslatest.com/bbq-chicken-nachos/"
"http://www.thegranolachronicles.com",999,"https://laurenslatest.com/bbq-chicken-nachos/"
"http://www.heatherlikesfood.com",999,"https://laurenslatest.com/bbq-chicken-nachos/"
"http://www.fullherlife.com",999,"https://laurenslatest.com/bbq-chicken-nachos/"
"http://www.shilohstaste.com",999,"https://laurenslatest.com/bbq-chicken-nachos/"
"https://www.simplyrecipes.com/recipes/posole_rojo/",999,"https://laurenslatest.com/mexican-street-corn/"
"https://www.target.com/p/cacique-cotija-part-skim-milk-cheese-10oz/-/A-14937642",999,"https://laurenslatest.com/mexican-street-corn/"
"http://www.kitchen-concoctions.com/",999,"https://laurenslatest.com/mexican-street-corn/"
"http://www.bitesofbri.com",999,"https://laurenslatest.com/mexican-street-corn/"
"http://www.thelawstudentswife.com",999,"https://laurenslatest.com/mexican-street-corn/"
"http://www.amuse-your-bouche.com",999,"https://laurenslatest.com/mexican-street-corn/"
"http://www.insidebrucrewlife.com",999,"https://laurenslatest.com/mexican-street-corn/"
"http://www.takeabiteoutofboca.com",999,"https://laurenslatest.com/mexican-street-corn/"
"http://simpleasthatblog.com",999,"https://laurenslatest.com/mexican-street-corn/"
"http://www.happyvalleychow.com/blog",999,"https://laurenslatest.com/mexican-street-corn/"
"http://www.insockmonkeyslippers.com",999,"https://laurenslatest.com/mexican-street-corn/"
"http://www.thecashionlife.com",999,"https://laurenslatest.com/mojito-lime-fish-tacos/"
"https://instagram.com/p/z1XivjpTFQ/",999,"https://laurenslatest.com/spicy-shrimp-pasta-creamy-tomato-sauce/"
"http://store.calphalon.com/calphalon-contemporary-nonstick-2-pc-fry-pan-set/604999",999,"https://laurenslatest.com/spicy-shrimp-pasta-creamy-tomato-sauce/"
"http://store.calphalon.com/calphalon-contemporary-nonstick-3-5-qt-pour-and-strain-sauce-pan/604901",999,"https://laurenslatest.com/spicy-shrimp-pasta-creamy-tomato-sauce/"
"https://www.facebook.com/EatShrimp",999,"https://laurenslatest.com/spicy-shrimp-pasta-creamy-tomato-sauce/"
"https://www.pinterest.com/eatshrimp/",999,"https://laurenslatest.com/spicy-shrimp-pasta-creamy-tomato-sauce/"
"http://www.slyhkitchen.com",999,"https://laurenslatest.com/spicy-shrimp-pasta-creamy-tomato-sauce/"
"http://maggiestafford.myrandf.com",999,"https://laurenslatest.com/spicy-shrimp-pasta-creamy-tomato-sauce/"
"http://www.bellalimento.com",999,"https://laurenslatest.com/classic-chicken-noodle-soup/"
"http://rainydaycooker.weebly.com",999,"https://laurenslatest.com/classic-chicken-noodle-soup/"
"http://www.facebook.com/PastelesdeAlegria",999,"https://laurenslatest.com/classic-chicken-noodle-soup/"
"http://www.simplebites.net/",999,"https://laurenslatest.com/easy-cauliflower-cheese-sauce-for-skinny-mac-n-cheese/"
"http://www.happyolks.com/",999,"https://laurenslatest.com/easy-cauliflower-cheese-sauce-for-skinny-mac-n-cheese/"
"http://mynameisyeh.com/",999,"https://laurenslatest.com/easy-cauliflower-cheese-sauce-for-skinny-mac-n-cheese/"
"http://www.cafejohnsonia.com/",999,"https://laurenslatest.com/easy-cauliflower-cheese-sauce-for-skinny-mac-n-cheese/"
"http://www.climbinggriermountain.com/",999,"https://laurenslatest.com/easy-cauliflower-cheese-sauce-for-skinny-mac-n-cheese/"
"http://www.julieseatsandtreats.com/",999,"https://laurenslatest.com/easy-cauliflower-cheese-sauce-for-skinny-mac-n-cheese/"
"http://www.bakerita.com",999,"https://laurenslatest.com/easy-cauliflower-cheese-sauce-for-skinny-mac-n-cheese/"
"http://delicioushappens.com",999,"https://laurenslatest.com/easy-cauliflower-cheese-sauce-for-skinny-mac-n-cheese/"
"http://www.theexcitinglifeofsara.blogspot.com",999,"https://laurenslatest.com/super-simple-25-minute-baked-potato-soup/"
"http://goodbadquirky.blogspot.com",999,"https://laurenslatest.com/browned-butter-alfredo-pasta/"
"http://www.bakedbyrachel.com",999,"https://laurenslatest.com/browned-butter-alfredo-pasta/"
"http://culinarycoutureblog.com",999,"https://laurenslatest.com/browned-butter-alfredo-pasta/"
"http://rustichoney.com/",999,"https://laurenslatest.com/browned-butter-alfredo-pasta/"
"http://www.bigbearswife.com",999,"https://laurenslatest.com/browned-butter-alfredo-pasta/"
"http://kap05.blogspot.com",999,"https://laurenslatest.com/browned-butter-alfredo-pasta/"
"http://www.justataste.com/2013/10/best-grilled-cheese-sandwich-caramelized-balsamic-onions-recipe/",999,"https://laurenslatest.com/browned-butter-alfredo-pasta/"
"https://www.pinterest.com/deborah2w2/",999,"https://laurenslatest.com/easy-20-minute-garlic-and-herb-baked-cod/"
"https://laurenslatest.com/food-blogging-forum-nashville-recap/",404,"https://laurenslatest.com/my-shrimp-and-grits-super-easy/"
"http://nutritionfor.us",999,"https://laurenslatest.com/my-shrimp-and-grits-super-easy/"
"http://pinterest",999,"https://laurenslatest.com/the-juiciest-turkey-burger/"
"http://pintress.com",999,"https://laurenslatest.com/the-juiciest-turkey-burger/"
"http://musestylishevents@gmail.com",999,"https://laurenslatest.com/the-juiciest-turkey-burger/"
"http://thissweatlife.com",999,"https://laurenslatest.com/healthier-korean-beef/"
"http://awfullibrarybooks.net",999,"https://laurenslatest.com/healthier-korean-beef/"
"http://www.bakeaholicmama.com",999,"https://laurenslatest.com/crunchy-baked-fish-sticks-with-cucumber-dill-sauce-healthy/"
"http://noblepig.com",999,"https://laurenslatest.com/crunchy-baked-fish-sticks-with-cucumber-dill-sauce-healthy/"
"http://culinaryxcouture.blogspot.com",999,"https://laurenslatest.com/crunchy-baked-fish-sticks-with-cucumber-dill-sauce-healthy/"
"http://phatbakes.com",999,"https://laurenslatest.com/crunchy-baked-fish-sticks-with-cucumber-dill-sauce-healthy/"
"http://www.ambitiouskitchen.com",999,"https://laurenslatest.com/crunchy-baked-fish-sticks-with-cucumber-dill-sauce-healthy/"
"http://www.yummocookbook.blogspot.com",999,"https://laurenslatest.com/crunchy-baked-fish-sticks-with-cucumber-dill-sauce-healthy/"
"http://penneylanekitchen.com",999,"https://laurenslatest.com/bruschetta-chicken/"
"http://www.girlandthekitchen.com",999,"https://laurenslatest.com/easy-chicken-tortilla-soup/"
"http://Www.ourfulltable.com",999,"https://laurenslatest.com/easy-chicken-tortilla-soup/"
"http://caloriecount.about.com/cc/recipe_analysis.php",999,"https://laurenslatest.com/easy-chicken-tortilla-soup/"
"http://ridiculissa.wordpress.com/",999,"https://laurenslatest.com/easy-chicken-tortilla-soup/"
"http://home/laurensl/public_html/happyforks.com/analyzer",999,"https://laurenslatest.com/easy-chicken-tortilla-soup/"
"http://www.facebook.com/chrisbauerfans",999,"https://laurenslatest.com/easy-chicken-tortilla-soup/"
"http://instagram.com/p/pACEbTpTOw/",999,"https://laurenslatest.com/puff-pastry-cinnamon-rolls/"
"http://katiescucina.com",999,"https://laurenslatest.com/puff-pastry-cinnamon-rolls/"
"http://www.anniesnoms.com",999,"https://laurenslatest.com/puff-pastry-cinnamon-rolls/"
"http://mybizzykitchen.com",999,"https://laurenslatest.com/puff-pastry-cinnamon-rolls/"
"http://www.mandiholmes.com",999,"https://laurenslatest.com/puff-pastry-cinnamon-rolls/"
"http://juliasalbum.com",999,"https://laurenslatest.com/puff-pastry-cinnamon-rolls/"
"http://www.naivecookcooks.com",999,"https://laurenslatest.com/puff-pastry-cinnamon-rolls/"
"http://bsugamama.com",999,"https://laurenslatest.com/puff-pastry-cinnamon-rolls/"
"http://culinaryarts.about.com/od/glossary/g/Half-And-Half.htm",999,"https://laurenslatest.com/puff-pastry-cinnamon-rolls/"
"http://instagram.com/p/eVbrMXpTFO/",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://www.countrycleaver.com/2013/09/make-your-own-pumpkin-pie-spice.html",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://www.motherthyme.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://www.barbarabakes.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://www.shakebakeandparty.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://www.ourfulltable.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://www.thiswomancooks.blogspot.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://www.cookiesandcups.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://averiecooks.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://www.julieseatsandtreats.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://coffeebiscotti.blogspot.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://www.rekrahcreative.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://www.ezgf.blogspot.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://www.pinterest.com/denisejohn65/boards/",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"http://wordsofdeliciousness.com",999,"https://laurenslatest.com/soft-glazed-pumpkin-sugar-cookies/"
"https://www.pinterest.com/pin/38843615515356640/",999,"https://laurenslatest.com/reeses-peanut-butter-cup-fudge-aka-the-easiest-recipe-like-ever/"
"http://www.crazyforcrust.com/2013/04/reeses-fudge/",999,"https://laurenslatest.com/reeses-peanut-butter-cup-fudge-aka-the-easiest-recipe-like-ever/"
"http://idoneitmyself.com",999,"https://laurenslatest.com/reeses-peanut-butter-cup-fudge-aka-the-easiest-recipe-like-ever/"
"http://sandrabrooksmccravy.com",999,"https://laurenslatest.com/reeses-peanut-butter-cup-fudge-aka-the-easiest-recipe-like-ever/"
"http://www.playfulcooking.com",999,"https://laurenslatest.com/corn-casserole/"
"http://Lauren's%20lstest",999,"https://laurenslatest.com/baked-potato-recipe/"
"https://www.pinterest.com/pin/70861394115865237/",999,"https://laurenslatest.com/lasagna-cups/"
"https://picasaweb.google.com/lh/photo/8gACrmrkY30lUbNupcqZng",999,"https://laurenslatest.com/lasagna-cups/"
"https://mail.google.com/mail/u/0/#inbox",999,"https://laurenslatest.com/lasagna-cups/"
"http://riascollection.blogspot.com/",999,"https://laurenslatest.com/lasagna-cups/"
"http://cookskinny.blogspot.com/",999,"https://laurenslatest.com/lasagna-cups/"
"http://www.beyondmeasure.me",999,"https://laurenslatest.com/lasagna-cups/"
"http://aquilterstable.blogspot.com",999,"https://laurenslatest.com/lasagna-cups/"
"http://traceysculinaryadventures.blogspot.com",999,"https://laurenslatest.com/lasagna-cups/"
"http://www.daisyt13.wordpress.com",999,"https://laurenslatest.com/lasagna-cups/"
